Order ID,Order Date,Order Priority,Order Quantity,Sales,Ship Mode,Shipping Cost,Province,Customer Segment,Product Category,Product Sub-Category,Product Container,Ship Date,Delivery Time
6791.0,2018-01-31,Medium,14.0,781.45,Express Air,10.9,Alberta,Small Business,Technology,Office Machines,Medium Box,2018-02-02,2
12804.0,2019-05-25,Medium,34.0,634.42,Express Air,8.9,Saskachewan,Home Office,Office Supplies,Storage & Organization,Small Box,2019-05-27,2
50656.0,2016-10-24,Critical,39.0,519.99,Regular Air,5.5,British Columbia,Consumer,Furniture,Office Furnishings,Small Box,2016-10-24,0
59973.0,2018-11-14,Low,29.0,11812.53,Delivery Truck,15.7,Saskachewan,Small Business,Technology,Office Machines,Jumbo Drum,2018-11-14,0
56006.0,2018-09-30,Critical,20.0,1529.12,Regular Air,1.3,British Columbia,Small Business,Technology,Telephones and Communication,Small Pack,2018-10-02,2
1444.0,2016-12-04,Medium,13.0,16930.8989,Delivery Truck,15.7,Ontario,Home Office,Technology,Office Machines,Jumbo Drum,2016-12-07,3
1856.0,2019-03-19,Not Specified,44.0,4583.06,Regular Air,9.4,British Columbia,Home Office,Technology,Telephones and Communication,Small Box,2019-03-20,1
18816.0,2016-02-24,Critical,12.0,621.09,Express Air,4.3,Quebec,Corporate,Office Supplies,Appliances,Small Box,2016-02-26,2
12867.0,2018-03-10,Not Specified,6.0,136.41,Express Air,4.3,Manitoba,Corporate,Technology,Computer Peripherals,Small Box,2018-03-10,0
33670.0,2019-04-27,High,50.0,222.0678,Regular Air,1.3,Manitoba,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,2019-04-29,2
37537.0,2016-01-02,Low,4.0,1325.79,Delivery Truck,52.2,British Columbia,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,2016-01-02,0
57125.0,2017-06-02,Medium,31.0,940.28,Regular Air,1.6,Alberta,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,2017-06-04,2
24801.0,2019-11-15,High,3.0,20.23,Regular Air,7.5,Alberta,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2019-11-16,1
15654.0,2016-10-01,Not Specified,4.0,10054.16,Delivery Truck,31.8,Yukon,Corporate,Technology,Office Machines,Jumbo Drum,2016-10-03,2
18374.0,2019-09-30,Low,21.0,160.67,Regular Air,5.9,Saskachewan,Corporate,Office Supplies,Paper,Small Box,2019-10-02,2
20384.0,2018-10-24,Low,30.0,424.36,Regular Air,10.0,Quebec,Corporate,Office Supplies,Storage & Organization,Small Box,2018-10-31,7
43493.0,2019-05-10,High,22.0,163.2,Regular Air,6.4,Saskachewan,Corporate,Office Supplies,Paper,Small Box,2019-05-11,1
56064.0,2016-10-28,Medium,41.0,1251.11,Regular Air,1.6,Saskachewan,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2016-10-28,0
10948.0,2019-08-13,Medium,50.0,206.63,Regular Air,7.5,Yukon,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2019-08-13,0
261.0,2017-06-27,Medium,47.0,6075.04,Regular Air,4.5,British Columbia,Small Business,Technology,Telephones and Communication,Small Box,2017-06-28,1
56039.0,2018-11-24,Low,23.0,167.6262,Regular Air,5.6,Ontario,Small Business,Office Supplies,Paper,Small Box,2018-11-29,5
49153.0,2019-07-28,Medium,31.0,2402.98,Delivery Truck,32.1,British Columbia,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,2019-07-28,0
49346.0,2018-05-04,Not Specified,8.0,100.95,Regular Air,3.0,Saskachewan,Corporate,Furniture,Office Furnishings,Small Pack,2018-05-07,3
50147.0,2016-10-07,Medium,42.0,1609.2907,Regular Air,15.8,Saskachewan,Home Office,Office Supplies,Envelopes,Small Box,2016-10-08,1
56161.0,2019-04-14,High,38.0,1609.52,Express Air,11.0,Manitoba,Home Office,Technology,Computer Peripherals,Small Box,2019-04-16,2
24486.0,2018-04-21,Medium,14.0,28.95,Regular Air,0.7,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,2018-04-22,1
40454.0,2018-04-20,Not Specified,43.0,1330.95,Regular Air,9.6,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,2018-04-23,3
38599.0,2016-10-25,High,27.0,2836.82,Regular Air,37.5,Nova Scotia,Consumer,Office Supplies,Storage & Organization,Large Box,2016-10-26,1
23169.0,2018-06-22,Critical,27.0,184.79,Regular Air,5.5,Ontario,Home Office,Office Supplies,Paper,Small Box,2018-06-24,2
34082.0,2018-10-27,Not Specified,20.0,41.26,Regular Air,1.6,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2018-10-28,1
31106.0,2019-02-15,Low,45.0,277.31,Regular Air,3.9,Saskachewan,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,2019-02-17,2
45958.0,2018-05-24,Medium,16.0,123.41,Regular Air,3.3,Yukon,Small Business,Office Supplies,Paper,Wrap Bag,2018-05-26,2
8390.0,2019-04-21,Medium,24.0,765.48,Regular Air,4.3,British Columbia,Home Office,Technology,Computer Peripherals,Small Box,2019-04-21,0
31042.0,2019-11-19,Medium,26.0,3453.3,Delivery Truck,32.1,Manitoba,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,2019-11-20,1
19204.0,2016-09-17,Medium,27.0,250.29,Regular Air,9.1,Ontario,Corporate,Furniture,Office Furnishings,Small Pack,2016-09-18,1
55623.0,2019-10-05,Critical,47.0,11073.14,Delivery Truck,34.8,Manitoba,Corporate,Furniture,Tables,Jumbo Box,2019-10-06,1
46468.0,2018-01-10,Critical,1.0,12.7,Regular Air,5.8,Ontario,Home Office,Office Supplies,Paper,Small Box,2018-01-12,2
23172.0,2019-04-24,Low,13.0,1275.15,Regular Air,15.0,Alberta,Home Office,Technology,Office Machines,Medium Box,2019-04-29,5
12934.0,2016-03-04,Not Specified,45.0,471.2173,Regular Air,1.5,Prince Edward Island,Corporate,Office Supplies,Envelopes,Small Box,2016-03-05,1
12263.0,2018-07-05,High,12.0,551.75,Regular Air,4.3,Ontario,Corporate,Office Supplies,Appliances,Small Box,2018-07-05,0
43045.0,2019-06-14,Medium,47.0,5672.28,Regular Air,10.8,Saskachewan,Corporate,Furniture,Office Furnishings,Large Box,2019-06-16,2
10692.0,2016-07-25,Low,26.0,107.44,Regular Air,4.5,British Columbia,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,2016-07-27,2
3553.0,2016-05-16,Medium,7.0,21.94,Regular Air,1.0,Manitoba,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,2016-05-17,1
6850.0,2017-02-10,High,26.0,4016.48,Delivery Truck,56.1,Alberta,Corporate,Furniture,Tables,Jumbo Box,2017-02-11,1
10502.0,2017-05-13,Not Specified,36.0,976.31,Regular Air,9.6,New Brunswick,Consumer,Furniture,Office Furnishings,Small Pack,2017-05-15,2
28357.0,2017-05-20,Not Specified,43.0,121.37,Regular Air,1.1,Alberta,Home Office,Office Supplies,Rubber Bands,Wrap Bag,2017-05-21,1
17701.0,2019-05-21,Critical,21.0,86.08,Regular Air,5.0,Yukon,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2019-05-22,1
10884.0,2016-11-24,Low,24.0,2702.81,Regular Air,9.6,Yukon,Consumer,Technology,Telephones and Communication,Small Box,2016-12-01,7
44199.0,2019-03-04,Low,12.0,54.24,Regular Air,2.1,British Columbia,Home Office,Office Supplies,Rubber Bands,Wrap Bag,2019-03-08,4
44613.0,2017-08-29,High,45.0,262.74,Regular Air,8.7,Saskachewan,Small Business,Office Supplies,Paper,Small Box,2017-08-30,1
38503.0,2016-05-04,Low,47.0,5957.54,Regular Air,4.3,Ontario,Corporate,Office Supplies,Appliances,Small Box,2016-05-04,0
43907.0,2019-07-18,Critical,42.0,1490.26,Delivery Truck,48.7,Quebec,Corporate,Furniture,Tables,Jumbo Box,2019-07-20,2
52642.0,2018-06-13,Low,9.0,794.84,Delivery Truck,64.0,Ontario,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,2018-06-17,4
57029.0,2018-03-07,Critical,17.0,79.45,Regular Air,5.6,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,2018-03-08,1
2790.0,2016-08-17,High,7.0,49.12,Regular Air,8.0,British Columbia,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2016-08-18,1
9985.0,2017-08-06,Low,12.0,87.63,Regular Air,5.6,Alberta,Consumer,Office Supplies,Paper,Small Box,2017-08-06,0
14951.0,2018-05-16,Medium,34.0,2973.74,Regular Air,7.7,Saskachewan,Home Office,Technology,Computer Peripherals,Small Box,2018-05-18,2
43301.0,2016-08-20,Critical,33.0,3785.49,Delivery Truck,44.9,Alberta,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,2016-08-21,1
30214.0,2016-10-03,Low,38.0,401.9,Express Air,6.2,Manitoba,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2016-10-10,7
20160.0,2018-10-21,Low,42.0,465.71,Express Air,1.9,Northwest Territories,Small Business,Office Supplies,Paper,Wrap Bag,2018-10-23,2
30016.0,2016-01-03,Critical,8.0,807.48,Regular Air,2.7,Ontario,Corporate,Technology,Telephones and Communication,Small Box,2016-01-06,3
8161.0,2016-06-02,High,45.0,120.61,Regular Air,0.5,Yukon,Consumer,Office Supplies,Labels,Small Box,2016-06-04,2
38496.0,2017-02-19,Critical,23.0,124.7299,Regular Air,5.1,Ontario,Corporate,Office Supplies,Paper,Small Box,2017-02-21,2
40934.0,2018-11-12,Not Specified,28.0,52.95,Regular Air,0.7,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,2018-11-13,1
25120.0,2016-02-04,Medium,22.0,191.77,Regular Air,11.9,Saskachewan,Corporate,Office Supplies,Paper,Small Box,2016-02-05,1
23264.0,2017-12-06,Critical,16.0,116.01,Regular Air,7.3,Northwest Territories,Corporate,Office Supplies,Paper,Small Box,2017-12-08,2
45088.0,2017-11-21,Low,9.0,1518.28,Regular Air,4.5,Alberta,Home Office,Technology,Telephones and Communication,Small Box,2017-11-28,7
22628.0,2016-10-28,Medium,30.0,3158.32,Delivery Truck,79.6,New Brunswick,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,2016-10-31,3
1028.0,2016-01-05,High,11.0,2162.63,Regular Air,6.4,British Columbia,Consumer,Technology,Telephones and Communication,Small Box,2016-01-07,2
58407.0,2018-05-05,High,29.0,1786.7716,Regular Air,15.3,Nova Scotia,Corporate,Office Supplies,Paper,Small Box,2018-05-08,3
2370.0,2016-01-16,Critical,6.0,727.17,Regular Air,15.0,Quebec,Consumer,Furniture,Office Furnishings,Medium Box,2016-01-18,2
36390.0,2019-10-12,High,3.0,352.7,Regular Air,9.6,Nova Scotia,Corporate,Technology,Telephones and Communication,Small Box,2019-10-14,2
59783.0,2017-08-18,Low,36.0,82.85,Regular Air,2.7,Yukon,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,2017-08-23,5
41571.0,2018-06-05,Low,42.0,969.49,Regular Air,9.6,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,2018-06-14,9
7203.0,2016-01-08,High,25.0,23274.65,Regular Air,21.4,Alberta,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2016-01-10,2
22882.0,2017-09-12,Critical,10.0,76.23,Regular Air,3.3,Saskachewan,Home Office,Office Supplies,Paper,Wrap Bag,2017-09-14,2
10791.0,2018-08-18,Not Specified,20.0,428.61,Regular Air,6.2,Northwest Territories,Small Business,Office Supplies,Paper,Small Box,2018-08-20,2
47778.0,2017-02-13,Critical,12.0,186.3,Regular Air,7.3,Alberta,Corporate,Furniture,Office Furnishings,Wrap Bag,2017-02-15,2
18465.0,2017-04-14,High,12.0,873.37,Regular Air,37.5,Ontario,Small Business,Office Supplies,Storage & Organization,Large Box,2017-04-16,2
39815.0,2016-04-08,Low,43.0,4360.65,Regular Air,9.6,Ontario,Consumer,Technology,Telephones and Communication,Small Box,2016-04-12,4
59879.0,2016-03-08,Not Specified,33.0,1056.43,Express Air,3.5,Saskachewan,Corporate,Technology,Telephones and Communication,Small Pack,2016-03-10,2
20096.0,2019-08-19,Low,35.0,6544.24,Delivery Truck,31.3,Yukon,Consumer,Furniture,Tables,Jumbo Box,2019-08-24,5
19522.0,2016-10-19,Medium,37.0,68.87,Regular Air,0.7,Quebec,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,2016-10-20,1
11527.0,2016-07-01,Medium,45.0,4953.75,Regular Air,9.6,Quebec,Home Office,Furniture,Office Furnishings,Small Pack,2016-07-03,2
15718.0,2016-01-27,Critical,36.0,107.93,Regular Air,0.7,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,2016-01-28,1
46337.0,2019-04-27,Low,34.0,65.75,Regular Air,0.7,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,2019-05-02,5
19365.0,2018-01-15,Medium,29.0,194.56,Regular Air,5.6,Prince Edward Island,Small Business,Office Supplies,Paper,Small Box,2018-01-16,1
18341.0,2017-07-17,Critical,39.0,254.54,Regular Air,8.5,Quebec,Consumer,Office Supplies,Paper,Small Box,2017-07-17,0
3778.0,2017-05-24,Critical,34.0,286.86,Regular Air,2.5,Quebec,Home Office,Technology,Computer Peripherals,Small Pack,2017-05-26,2
23104.0,2018-04-08,Medium,24.0,152.8,Regular Air,3.6,Saskachewan,Small Business,Office Supplies,Rubber Bands,Wrap Bag,2018-04-11,3
24643.0,2019-04-29,Medium,30.0,2533.94,Regular Air,1.3,Ontario,Corporate,Technology,Telephones and Communication,Small Pack,2019-05-01,2
28642.0,2018-01-17,High,41.0,246.41,Regular Air,3.2,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2018-01-19,2
20192.0,2017-10-05,Low,35.0,1738.4,Regular Air,2.1,Manitoba,Home Office,Technology,Computer Peripherals,Small Pack,2017-10-12,7
38789.0,2017-11-13,High,9.0,103.2764,Regular Air,5.5,Quebec,Small Business,Furniture,Office Furnishings,Small Box,2017-11-14,1
40097.0,2016-01-09,Low,47.0,126.13,Regular Air,2.6,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,2016-01-14,5
2240.0,2019-03-05,Not Specified,5.0,152.41,Regular Air,6.6,Saskachewan,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,2019-03-06,1
28290.0,2016-01-10,Low,3.0,560.23,Express Air,21.4,Ontario,Home Office,Office Supplies,Storage & Organization,Small Box,2016-01-12,2
36805.0,2017-12-13,Medium,7.0,282.27,Regular Air,5.4,British Columbia,Corporate,Furniture,Office Furnishings,Small Box,2017-12-15,2
26274.0,2019-06-12,Not Specified,41.0,404.28,Regular Air,2.3,Yukon,Corporate,Office Supplies,Paper,Wrap Bag,2019-06-13,1
26567.0,2016-09-03,Critical,8.0,54.249,Regular Air,8.3,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2016-09-03,0
44869.0,2019-08-22,Medium,43.0,303.0,Regular Air,8.0,Alberta,Corporate,Office Supplies,Paper,Small Box,2019-08-24,2
33220.0,2016-04-14,Not Specified,49.0,3521.51,Regular Air,3.7,Saskachewan,Consumer,Office Supplies,Appliances,Small Box,2016-04-14,0
49029.0,2019-05-20,High,49.0,8798.68,Express Air,4.3,Prince Edward Island,Corporate,Technology,Telephones and Communication,Small Box,2019-05-22,2
56834.0,2018-04-30,High,22.0,2033.5,Delivery Truck,32.2,Alberta,Corporate,Technology,Office Machines,Jumbo Box,2018-05-02,2
38656.0,2019-08-10,Low,13.0,68.97,Regular Air,0.5,British Columbia,Consumer,Office Supplies,Labels,Small Box,2019-08-10,0
3777.0,2016-04-06,Medium,14.0,261.9895,Express Air,9.6,Ontario,Small Business,Furniture,Office Furnishings,Small Pack,2016-04-07,1
45571.0,2019-09-23,Medium,47.0,6393.3,Regular Air,9.6,Manitoba,Consumer,Technology,Telephones and Communication,Small Box,2019-09-25,2
32001.0,2018-10-27,Low,11.0,3684.23,Regular Air,15.0,Quebec,Small Business,Technology,Office Machines,Medium Box,2018-10-29,2
59652.0,2018-01-26,Medium,17.0,333.88,Regular Air,1.1,Yukon,Home Office,Technology,Telephones and Communication,Small Pack,2018-01-28,2
53508.0,2016-11-09,High,4.0,66.85,Regular Air,2.1,Manitoba,Consumer,Office Supplies,Paper,Wrap Bag,2016-11-09,0
44422.0,2019-04-13,Medium,11.0,215.71,Regular Air,1.1,Manitoba,Corporate,Technology,Telephones and Communication,Wrap Bag,2019-04-15,2
47749.0,2017-03-15,Medium,46.0,427.55,Regular Air,8.3,Northwest Territories,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,2017-03-15,0
10784.0,2017-07-04,Not Specified,30.0,220.71,Regular Air,5.9,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2017-07-06,2
33186.0,2019-08-28,Low,24.0,1445.07,Regular Air,5.6,Northwest Territories,Corporate,Technology,Telephones and Communication,Small Box,2019-08-30,2
24966.0,2018-12-16,Medium,34.0,4442.77,Regular Air,21.4,Manitoba,Corporate,Office Supplies,Storage & Organization,Small Box,2018-12-17,1
27717.0,2018-10-25,Critical,19.0,80.45,Regular Air,8.0,Manitoba,Corporate,Office Supplies,Labels,Small Box,2018-10-28,3
225.0,2018-05-23,Critical,1.0,25.36,Regular Air,4.4,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,2018-05-25,2
5318.0,2017-04-02,High,29.0,5361.49,Express Air,4.5,British Columbia,Consumer,Technology,Telephones and Communication,Small Box,2017-04-03,1
20225.0,2017-07-25,Low,22.0,132.038,Regular Air,0.9,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,2017-08-01,7
55809.0,2018-09-09,Critical,2.0,268.25,Delivery Truck,48.2,Ontario,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,2018-09-11,2
10439.0,2019-03-28,Not Specified,30.0,609.4827,Regular Air,4.3,Alberta,Consumer,Technology,Computer Peripherals,Small Box,2019-03-30,2
24007.0,2017-08-25,Low,42.0,174.5,Regular Air,0.5,Northwest Territories,Home Office,Office Supplies,Labels,Small Box,2017-08-29,4
7744.0,2016-11-16,Low,1.0,8.92,Regular Air,1.5,Ontario,Corporate,Office Supplies,Envelopes,Small Box,2016-11-25,9
2593.0,2017-09-02,High,15.0,4110.64,Delivery Truck,46.4,Saskachewan,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,2017-09-03,1
27460.0,2016-05-11,Not Specified,7.0,914.88,Regular Air,13.5,Manitoba,Corporate,Furniture,Chairs & Chairmats,Medium Box,2016-05-12,1
30913.0,2019-09-22,Medium,24.0,531.38,Express Air,11.2,Alberta,Corporate,Furniture,Office Furnishings,Small Box,2019-09-24,2
7427.0,2019-12-15,Not Specified,47.0,17122.45,Regular Air,21.4,British Columbia,Corporate,Office Supplies,Appliances,Small Box,2019-12-15,0
28007.0,2017-04-07,Not Specified,23.0,138.0,Regular Air,52.4,Yukon,Small Business,Office Supplies,Appliances,Large Box,2017-04-08,1
30149.0,2017-12-11,Medium,5.0,185.77,Delivery Truck,20.5,British Columbia,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,2017-12-13,2
46531.0,2018-08-20,Low,39.0,4505.77,Regular Air,73.8,Nova Scotia,Consumer,Furniture,Tables,Large Box,2018-08-27,7
53795.0,2019-01-29,High,21.0,3591.7065,Regular Air,4.5,Ontario,Home Office,Technology,Telephones and Communication,Small Box,2019-01-31,2
42886.0,2019-01-07,Medium,42.0,173.9499,Regular Air,0.5,Saskachewan,Corporate,Office Supplies,Labels,Small Box,2019-01-09,2
34660.0,2018-09-02,Not Specified,36.0,4100.64,Regular Air,6.2,Saskachewan,Home Office,Furniture,Office Furnishings,Medium Box,2018-09-04,2
29287.0,2016-07-01,High,50.0,301.09,Regular Air,5.4,Northwest Territories,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,2016-07-03,2
36452.0,2016-04-04,High,18.0,138.54,Regular Air,3.0,Ontario,Home Office,Furniture,Office Furnishings,Small Pack,2016-04-06,2
48706.0,2019-10-30,Low,28.0,33.38,Regular Air,0.7,Quebec,Small Business,Office Supplies,Rubber Bands,Wrap Bag,2019-11-03,4
46310.0,2017-07-20,High,29.0,2070.72,Regular Air,12.4,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,2017-07-21,1
38021.0,2016-01-21,Medium,46.0,1585.75,Regular Air,1.6,British Columbia,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,2016-01-23,2
20292.0,2019-11-08,Medium,26.0,484.06,Regular Air,8.7,Saskachewan,Corporate,Office Supplies,Appliances,Medium Box,2019-11-08,0
48034.0,2016-07-13,Not Specified,47.0,1012.07,Regular Air,5.9,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,2016-07-14,1
16422.0,2018-10-08,Critical,16.0,183.505,Regular Air,5.0,Saskachewan,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,2018-10-10,2
2211.0,2016-06-28,High,14.0,102.6023,Regular Air,7.7,Quebec,Home Office,Office Supplies,Paper,Small Box,2016-06-30,2
16834.0,2017-10-22,Low,23.0,169.89,Regular Air,2.3,Alberta,Consumer,Office Supplies,Paper,Wrap Bag,2017-10-29,7
7297.0,2016-09-13,High,26.0,1002.54,Regular Air,21.4,Ontario,Small Business,Furniture,Office Furnishings,Small Box,2016-09-14,1
59909.0,2019-08-05,Low,11.0,1343.36,Delivery Truck,60.1,Ontario,Small Business,Technology,Office Machines,Jumbo Drum,2019-08-07,2
53605.0,2017-08-02,Medium,19.0,541.94,Regular Air,5.7,New Brunswick,Consumer,Office Supplies,Appliances,Medium Box,2017-08-04,2
43686.0,2018-05-06,Medium,16.0,1405.59,Regular Air,6.6,Alberta,Corporate,Technology,Computer Peripherals,Small Box,2018-05-07,1
59108.0,2018-10-06,Low,21.0,73.33,Regular Air,4.2,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,2018-10-11,5
11875.0,2019-08-20,Medium,19.0,259.61,Regular Air,6.7,British Columbia,Small Business,Office Supplies,Storage & Organization,Medium Box,2019-08-21,1
25442.0,2019-01-04,High,32.0,1782.62,Regular Air,5.2,Newfoundland,Home Office,Office Supplies,Paper,Small Box,2019-01-06,2
47942.0,2017-02-26,Medium,9.0,983.05,Express Air,8.2,Saskachewan,Corporate,Technology,Telephones and Communication,Small Box,2017-02-27,1
37473.0,2016-09-30,Low,8.0,46.78,Regular Air,2.2,Quebec,Small Business,Office Supplies,Paper,Wrap Bag,2016-09-30,0
48322.0,2019-03-04,Medium,14.0,44.27,Regular Air,0.7,British Columbia,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,2019-03-05,1
58500.0,2018-02-13,Low,17.0,1636.04,Regular Air,9.6,British Columbia,Home Office,Technology,Telephones and Communication,Small Box,2018-02-13,0
51171.0,2017-06-20,High,34.0,838.32,Regular Air,16.2,British Columbia,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,2017-06-22,2
59809.0,2018-03-07,Not Specified,16.0,542.32,Regular Air,7.0,Saskachewan,Home Office,Technology,Computer Peripherals,Small Box,2018-03-08,1
5958.0,2018-09-14,Medium,3.0,2179.56,Regular Air,26.2,Yukon,Small Business,Technology,Copiers and Fax,Large Box,2018-09-16,2
7107.0,2019-01-03,Not Specified,3.0,184.08,Regular Air,11.9,Manitoba,Corporate,Furniture,Office Furnishings,Medium Box,2019-01-03,0
28929.0,2019-10-09,Medium,46.0,773.79,Regular Air,13.3,Saskachewan,Corporate,Office Supplies,Envelopes,Small Box,2019-10-11,2
12580.0,2017-01-12,Low,50.0,8600.75,Regular Air,21.4,Yukon,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,2017-01-14,2
54151.0,2016-09-01,Critical,35.0,220.2809,Regular Air,1.6,Ontario,Small Business,Office Supplies,Paper,Wrap Bag,2016-09-02,1
55073.0,2019-03-20,Low,40.0,2543.0802,Regular Air,4.3,Ontario,Corporate,Technology,Telephones and Communication,Small Box,2019-03-20,0
49472.0,2017-07-15,Low,15.0,154.23,Regular Air,2.1,Nova Scotia,Small Business,Technology,Computer Peripherals,Small Pack,2017-07-20,5
44290.0,2017-03-20,Medium,49.0,543.97,Regular Air,5.8,Saskachewan,Corporate,Furniture,Office Furnishings,Small Pack,2017-03-22,2
33894.0,2017-06-13,Critical,14.0,150.51,Regular Air,4.7,Northwest Territories,Corporate,Office Supplies,Paper,Wrap Bag,2017-06-16,3
59779.0,2016-05-16,Low,30.0,3825.5,Delivery Truck,32.1,Saskachewan,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,2016-05-23,7
7906.0,2016-10-16,Medium,37.0,1073.27,Regular Air,5.7,Nunavut,Consumer,Office Supplies,Appliances,Medium Box,2016-10-16,0
27879.0,2017-02-25,Medium,30.0,322.712,Express Air,6.7,New Brunswick,Small Business,Furniture,Office Furnishings,Small Box,2017-02-27,2
17573.0,2018-09-03,Low,47.0,23064.49,Delivery Truck,52.4,Alberta,Small Business,Technology,Copiers and Fax,Jumbo Drum,2018-09-05,2
